country,year,local_price,dollar_price,dollar_ex,usd_wage,bigmacs_per_hour,cum_prod,adjusted_usd_wage,local_wage,adjusted_local_wage
New Zealand,2002,3.6,1.8,2,7.98463625652375,4.435909031402083,1.0588235294117647,7.5410453533835415,15.9692725130475,15.082090706767083
Poland,2002,5.9,1.48,4,3.69220851252411,2.4947354814352094,1.0727272727272728,3.441889291336035,14.76883405009644,13.76755716534414
United States,2002,2.35,2.35,1,8.37900108871899,3.5655323781782937,1.0491071428571428,7.986792527119378,8.37900108871899,7.986792527119378
Australia,2003,3.0,3.0,1,12.2579105542132,4.085970184737733,1.1583011583011584,10.582662778470729,12.2579105542132,10.582662778470729
Brazil,2003,4.55,1.52,3,1.24591814353655,0.8196829891687829,1.5423728813559319,0.807793082073148,3.73775443060965,2.423379246219444
Canada,2003,3.2,3.2,1,7.77764778605218,2.430514933141306,1.1228070175438598,6.926967559452722,7.77764778605218,6.926967559452722
Chile,2003,1400.0,1.96,716,2.26618693944443,1.1562178262471583,1.1111111111111112,2.039568245499987,1622.589848642212,1460.3308637779908
Hungary,2003,490.0,2.19,224,3.36872593952143,1.538231022612525,1.4454277286135693,2.330608354077071,754.5946104528003,522.0562713132639
Japan,2003,262.0,2.18,120,6.42324163098624,2.946441115131303,0.891156462585034,7.2077596927860865,770.7889957183488,864.9311631343304
Mexico,2003,23.0,2.3,10,0.997475506554325,0.43368500284970657,1.1004784688995217,0.9064016559558865,9.97475506554325,9.064016559558866
New Zealand,2003,3.95,3.95,1,8.29176361379717,2.0991806617208026,1.161764705882353,7.137214249850729,8.29176361379717,7.137214249850729
Poland,2003,6.3,2.1,3,3.86018182401276,1.838181820958457,1.1454545454545453,3.3700000050905055,11.580545472038281,10.110000015271517
United States,2003,2.46,2.46,1,8.19301193657981,3.330492657146264,1.0982142857142856,7.460303552007632,8.19301193657981,7.460303552007632
Australia,2004,3.25,3.25,1,12.4750651336041,3.838481579570492,1.254826254826255,9.941667291087573,12.4750651336041,9.941667291087573
Brazil,2004,5.4,1.8,3,1.28738449807424,0.7152136100412444,1.8305084745762712,0.7032933832072237,3.86215349422272,2.109880149621671
Canada,2004,3.19,3.19,1,7.79008986062903,2.4420344390686615,1.1192982456140352,6.959798151345685,7.79008986062903,6.959798151345685
Chile,2004,1400.0,2.18,641,2.32952754265449,1.068590615896555,1.1111111111111112,2.0965747883890407,1493.227154841528,1343.9044393573752
Colombia,2004,6500.0,2.35,2769,2.31738859270243,0.9861228054052893,1.0,2.31738859270243,6416.849013193028,6416.849013193028
Costa Rica,2004,1130.0,2.61,433,3.04901487838238,1.1682049342461227,1.0,3.04901487838238,1320.2234423395705,1320.2234423395705
Hungary,2004,530.0,2.51,211,3.34486382201113,1.3326150685303308,1.5634218289085546,2.1394506333241,705.7662664443484,451.4240836313851
Japan,2004,262.0,2.32,113,6.43399206286421,2.7732724408897456,0.891156462585034,7.219823154511747,727.0411031036557,815.8400164598274
Mexico,2004,24.0,2.18,11,0.993343656537639,0.45566222776955917,1.1483253588516749,0.8650367675681938,10.92678022191403,9.515404443250132
New Zealand,2004,4.35,4.35,1,8.5795336088309,1.9723065767427357,1.2794117647058822,6.705842360925302,8.5795336088309,6.705842360925302
Poland,2004,6.3,2.1,3,3.84589423145254,1.8313782054535905,1.1454545454545453,3.35752670999825,11.53768269435762,10.07258012999475
United States,2004,2.47,2.47,1,7.97938491573279,3.2305202087987,1.1026785714285714,7.236365267709089,7.97938491573279,7.236365267709089
Australia,2005,3.25,3.25,1,12.5748621723288,3.869188360716554,1.254826254826255,10.021197854255872,12.5748621723288,10.021197854255872
Brazil,2005,5.9,2.95,2,1.36313605657378,0.46208001917755254,2.0,0.68156802828689,2.72627211314756,1.36313605657378
Canada,2005,3.28,3.28,1,7.85854421762164,2.395897627323671,1.1508771929824564,6.82830823787246,7.85854421762164,6.82830823787246
Chile,2005,1500.0,2.53,592,2.37421722291639,0.9384257798088499,1.1904761904761905,1.9943424672497676,1405.536595966503,1180.6507406118624
Colombia,2005,6500.0,2.79,2327,2.35076990955697,0.8425698600562616,1.0,2.35076990955697,5470.241579539069,5470.241579539069
Costa Rica,2005,1130.0,2.38,475,3.07186837845351,1.2907009993502143,1.0,3.07186837845351,1459.1374797654173,1459.1374797654173
Hungary,2005,530.0,2.61,203,3.47349422861551,1.3308407006189695,1.5634218289085546,2.221725553774826,705.1193284089486,451.0102874162897
Japan,2005,250.0,2.36,106,6.48498377070695,2.747874479113115,0.8503401360544218,7.626340914351373,687.4082796949367,808.3921369212455
Mexico,2005,28.0,2.8,10,0.998137641477344,0.35647772909905145,1.3397129186602874,0.7450384538170173,9.98137641477344,7.450384538170173
New Zealand,2005,4.45,4.45,1,8.80487133167298,1.978622771162467,1.308823529411765,6.727317421952387,8.80487133167298,6.727317421952387
Poland,2005,6.5,2.17,3,3.8778926254121,1.787047292816636,1.1818181818181817,3.2812937599640852,11.6336778762363,9.843881279892255
United States,2005,2.58,2.58,1,7.71754804779174,2.991297692942535,1.1517857142857142,6.700506832191279,7.71754804779174,6.700506832191279
Australia,2006,3.25,3.25,1,12.3843222992886,3.8105607074734156,1.254826254826255,9.869352232356144,12.3843222992886,9.869352232356144
Australia,2006,3.25,3.25,1,12.3843222992886,3.8105607074734156,1.254826254826255,9.869352232356144,12.3843222992886,9.869352232356144
Brazil,2006,6.2,3.1,2,1.54041081443865,0.49690671433504835,2.101694915254237,0.7329374036441965,3.0808216288773,1.465874807288393
Brazil,2006,6.2,3.1,2,1.54041081443865,0.49690671433504835,2.1694915254237284,0.7100331097803153,3.0808216288773,1.4200662195606306
Canada,2006,3.52,3.52,1,8.03191991854852,2.2817954314058295,1.235087719298246,6.503116979506612,8.03191991854852,6.503116979506612
Canada,2006,3.52,3.52,1,8.03191991854852,2.2817954314058295,1.235087719298246,6.503116979506612,8.03191991854852,6.503116979506612
Chile,2006,1560.0,2.99,522,2.4354966663687,0.8145473800564214,1.2380952380952381,1.9671319228362576,1271.3292598444614,1026.8428637205266
Chile,2006,1560.0,2.99,522,2.4354966663687,0.8145473800564214,1.2380952380952381,1.9671319228362576,1271.3292598444614,1026.8428637205266
Hungary,2006,560.0,2.72,206,3.66488245236494,1.3473832545459339,1.6519174041297935,2.218562770270919,754.9657851871776,457.0239306758093
Hungary,2006,560.0,2.72,206,3.66488245236494,1.3473832545459339,1.6519174041297935,2.218562770270919,754.9657851871776,457.0239306758093
Japan,2006,250.0,2.19,114,6.50396386834864,2.9698465152276894,0.8503401360544218,7.648661509178,741.4518809917449,871.947412046292
Japan,2006,250.0,2.19,114,6.50396386834864,2.9698465152276894,0.8503401360544218,7.648661509178,741.4518809917449,871.947412046292
Mexico,2006,28.0,2.8,10,1.00169294977504,0.3577474820625143,1.3397129186602874,0.7476922375106546,10.0169294977504,7.476922375106546
Mexico,2006,28.0,2.8,10,1.00169294977504,0.3577474820625143,1.3875598086124408,0.7219097465620112,10.0169294977504,7.219097465620113
New Zealand,2006,4.45,4.45,1,9.14413744618177,2.0548623474565773,1.308823529411765,6.986531981352362,9.14413744618177,6.986531981352362
New Zealand,2006,4.45,4.45,1,9.14413744618177,2.0548623474565773,1.308823529411765,6.986531981352362,9.14413744618177,6.986531981352362
Poland,2006,6.5,2.17,3,4.05418874085927,1.8682897423314608,1.1818181818181817,3.4304673961116903,12.162566222577809,10.29140218833507
Poland,2006,6.5,2.17,3,4.05418874085927,1.8682897423314608,1.1818181818181817,3.4304673961116903,12.162566222577809,10.29140218833507
United States,2006,2.67,2.67,1,7.47636470174856,2.800136592415191,1.1919642857142854,6.27230596701003,7.47636470174856,6.27230596701003
United States,2006,2.67,2.67,1,7.47636470174856,2.800136592415191,1.2410714285714282,6.0241211985312155,7.47636470174856,6.0241211985312155
Australia,2006,3.25,3.25,1,12.3843222992886,3.8105607074734156,1.254826254826255,9.869352232356144,12.3843222992886,9.869352232356144
Australia,2006,3.25,3.25,1,12.3843222992886,3.8105607074734156,1.254826254826255,9.869352232356144,12.3843222992886,9.869352232356144
Brazil,2006,6.4,3.2,2,1.54041081443865,0.48137837951207807,2.101694915254237,0.7329374036441965,3.0808216288773,1.465874807288393
Brazil,2006,6.4,3.2,2,1.54041081443865,0.48137837951207807,2.1694915254237284,0.7100331097803153,3.0808216288773,1.4200662195606306
Canada,2006,3.52,3.52,1,8.03191991854852,2.2817954314058295,1.235087719298246,6.503116979506612,8.03191991854852,6.503116979506612
Canada,2006,3.52,3.52,1,8.03191991854852,2.2817954314058295,1.235087719298246,6.503116979506612,8.03191991854852,6.503116979506612
Chile,2006,1560.0,2.95,529,2.4354966663687,0.8255920902944744,1.2380952380952381,1.9671319228362576,1288.3777365090423,1040.6127871803803
Chile,2006,1560.0,2.95,529,2.4354966663687,0.8255920902944744,1.2380952380952381,1.9671319228362576,1288.3777365090423,1040.6127871803803
Colombia,2006,6500.0,2.6,2503,2.41056479739301,0.9271403066896193,1.0,2.41056479739301,6033.6436878747045,6033.6436878747045
Costa Rica,2006,1130.0,2.22,509,3.10516720800951,1.3987239675718512,1.0,3.10516720800951,1580.5301088768406,1580.5301088768406
Hungary,2006,560.0,2.72,206,3.66488245236494,1.3473832545459339,1.6519174041297935,2.218562770270919,754.9657851871776,457.0239306758093
Hungary,2006,560.0,2.72,206,3.66488245236494,1.3473832545459339,1.6519174041297935,2.218562770270919,754.9657851871776,457.0239306758093
Japan,2006,250.0,2.23,112,6.50396386834864,2.916575725716879,0.8503401360544218,7.648661509178,728.4439532550476,856.650089027936
Japan,2006,250.0,2.23,112,6.50396386834864,2.916575725716879,0.8503401360544218,7.648661509178,728.4439532550476,856.650089027936
Mexico,2006,29.0,2.64,11,1.00169294977504,0.3794291476420606,1.3397129186602874,0.7476922375106546,11.01862244752544,8.2246146126172
Mexico,2006,29.0,2.64,11,1.00169294977504,0.3794291476420606,1.3875598086124408,0.7219097465620112,11.01862244752544,7.941007212182123
New Zealand,2006,4.45,4.45,1,9.14413744618177,2.0548623474565773,1.308823529411765,6.986531981352362,9.14413744618177,6.986531981352362
New Zealand,2006,4.45,4.45,1,9.14413744618177,2.0548623474565773,1.308823529411765,6.986531981352362,9.14413744618177,6.986531981352362
Poland,2006,6.5,2.17,3,4.05418874085927,1.8682897423314608,1.1818181818181817,3.4304673961116903,12.162566222577809,10.29140218833507
Poland,2006,6.5,2.17,3,4.05418874085927,1.8682897423314608,1.1818181818181817,3.4304673961116903,12.162566222577809,10.29140218833507
United States,2006,2.78,2.78,1,7.47636470174856,2.6893398207728634,1.1919642857142854,6.27230596701003,7.47636470174856,6.27230596701003
United States,2006,2.78,2.78,1,7.47636470174856,2.6893398207728634,1.2410714285714282,6.0241211985312155,7.47636470174856,6.0241211985312155
Australia,2007,3.45,3.45,1,12.7923090889982,3.7079156779704925,1.3320463320463323,9.603501605943574,12.7923090889982,9.603501605943574
Australia,2007,3.45,3.45,1,12.7923090889982,3.7079156779704925,1.3320463320463323,9.603501605943574,12.7923090889982,9.603501605943574
Brazil,2007,6.4,3.2,2,1.64042477678596,0.5126327427456125,2.1694915254237284,0.7561332955497786,3.28084955357192,1.5122665910995572
Brazil,2007,6.4,3.2,2,1.64042477678596,0.5126327427456125,2.338983050847457,0.7013410277563165,3.28084955357192,1.402682055512633
Canada,2007,3.63,3.63,1,8.11209182193296,2.2347360390999893,1.2736842105263162,6.368997711434967,8.11209182193296,6.368997711434967
Canada,2007,3.63,3.63,1,8.11209182193296,2.2347360390999893,1.36140350877193,5.958624147553849,8.11209182193296,5.958624147553849
Chile,2007,1670.0,3.09,540,2.47930238948475,0.8023632328429612,1.3253968253968254,1.8706113836831049,1338.823290321765,1010.1301471888767
Chile,2007,1670.0,3.09,540,2.47930238948475,0.8023632328429612,1.242063492063492,1.9961156618215878,1338.823290321765,1077.9024573836575
Colombia,2007,6900.0,3.08,2239,2.42780016103093,0.7882468055295226,1.0615384615384615,2.287058122710296,5435.844560548252,5120.723136748353
Colombia,2007,6900.0,3.08,2239,2.42780016103093,0.7882468055295226,1.0615384615384615,2.287058122710296,5435.844560548252,5120.723136748353
Costa Rica,2007,1130.0,2.22,509,3.13250839895932,1.411039819351045,1.0,3.13250839895932,1594.4467750702938,1594.4467750702938
Costa Rica,2007,1130.0,2.22,509,3.13250839895932,1.411039819351045,1.0,3.13250839895932,1594.4467750702938,1594.4467750702938
Hungary,2007,590.0,3.04,194,3.55734397417983,1.1701789388749442,1.7404129793510326,2.0439654360118005,690.1247309908871,396.52929458628927
Hungary,2007,590.0,3.04,194,3.55734397417983,1.1701789388749442,1.7699115044247788,2.009899345411604,690.1247309908871,389.9204730098512
Japan,2007,280.0,2.31,121,6.56952612729612,2.843950704457195,0.9523809523809526,6.898002433660925,794.9126614028305,834.6582944729719
Japan,2007,280.0,2.31,121,6.56952612729612,2.843950704457195,0.9523809523809526,6.898002433660925,794.9126614028305,834.6582944729719
Mexico,2007,29.0,2.9,10,1.00094750700989,0.34515431276203107,1.3875598086124408,0.7213725136726447,10.009475070098901,7.213725136726446
Mexico,2007,29.0,2.9,10,1.00094750700989,0.34515431276203107,1.3875598086124408,0.7213725136726447,10.009475070098901,7.213725136726446
New Zealand,2007,4.6,4.6,1,9.74711597274464,2.118938254944487,1.3529411764705883,7.204390066811255,9.74711597274464,7.204390066811255
New Zealand,2007,4.6,4.6,1,9.74711597274464,2.118938254944487,1.3529411764705883,7.204390066811255,9.74711597274464,7.204390066811255
Poland,2007,6.9,3.45,2,4.11975221761432,1.194131077569368,1.2545454545454544,3.283860463315763,8.23950443522864,6.567720926631526
Poland,2007,6.9,3.45,2,4.11975221761432,1.194131077569368,1.2545454545454544,3.283860463315763,8.23950443522864,6.567720926631526
United States,2007,2.89,2.89,1,7.70655551665941,2.666628206456543,1.2901785714285712,5.973247182462658,7.70655551665941,5.973247182462658
United States,2007,2.89,2.89,1,7.70655551665941,2.666628206456543,1.339285714285714,5.7542281191056945,7.70655551665941,5.7542281191056945
Australia,2007,3.45,3.45,1,12.7923090889982,3.7079156779704925,1.3320463320463323,9.603501605943574,12.7923090889982,9.603501605943574
Australia,2007,3.45,3.45,1,12.7923090889982,3.7079156779704925,1.3320463320463323,9.603501605943574,12.7923090889982,9.603501605943574
Brazil,2007,6.9,6.9,1,1.64042477678596,0.23774272127332755,2.1694915254237284,0.7561332955497786,1.64042477678596,0.7561332955497786
Brazil,2007,6.9,6.9,1,1.64042477678596,0.23774272127332755,2.338983050847457,0.7013410277563165,1.64042477678596,0.7013410277563165
Canada,2007,3.88,3.88,1,8.11209182193296,2.0907453149311754,1.2736842105263162,6.368997711434967,8.11209182193296,6.368997711434967
Canada,2007,3.88,3.88,1,8.11209182193296,2.0907453149311754,1.36140350877193,5.958624147553849,8.11209182193296,5.958624147553849
Chile,2007,1565.0,2.98,526,2.47930238948475,0.8319806676123321,1.3253968253968254,1.8706113836831049,1304.1130568689784,983.9415878173131
Chile,2007,1565.0,2.98,526,2.47930238948475,0.8319806676123321,1.242063492063492,1.9961156618215878,1304.1130568689784,1049.9568381181552
Colombia,2007,6900.0,3.53,1956,2.42780016103093,0.6877620852778839,1.0615384615384615,2.287058122710296,4748.7771149764985,4473.485688021339
Colombia,2007,6900.0,3.53,1956,2.42780016103093,0.6877620852778839,1.0615384615384615,2.287058122710296,4748.7771149764985,4473.485688021339
Costa Rica,2007,1130.0,2.18,518,3.13250839895932,1.43693045823822,1.0,3.13250839895932,1622.6393506609277,1622.6393506609277
Costa Rica,2007,1130.0,2.18,518,3.13250839895932,1.43693045823822,1.0,3.13250839895932,1622.6393506609277,1622.6393506609277
Hungary,2007,600.0,3.33,180,3.55734397417983,1.0682714637176667,1.7404129793510326,2.0439654360118005,640.3219153523694,367.9137784821241
Hungary,2007,600.0,3.33,180,3.55734397417983,1.0682714637176667,1.7699115044247788,2.009899345411604,640.3219153523694,361.78188217408876
Japan,2007,280.0,2.3,122,6.56952612729612,2.8563157075200523,0.9523809523809526,6.898002433660925,801.4821875301267,841.5562969066328
Japan,2007,280.0,2.3,122,6.56952612729612,2.8563157075200523,0.9523809523809526,6.898002433660925,801.4821875301267,841.5562969066328
Mexico,2007,29.0,2.9,10,1.00094750700989,0.34515431276203107,1.3875598086124408,0.7213725136726447,10.009475070098901,7.213725136726446
Mexico,2007,29.0,2.9,10,1.00094750700989,0.34515431276203107,1.3875598086124408,0.7213725136726447,10.009475070098901,7.213725136726446
New Zealand,2007,4.6,4.6,1,9.74711597274464,2.118938254944487,1.3529411764705883,7.204390066811255,9.74711597274464,7.204390066811255
New Zealand,2007,4.6,4.6,1,9.74711597274464,2.118938254944487,1.3529411764705883,7.204390066811255,9.74711597274464,7.204390066811255
Poland,2007,6.9,3.45,2,4.11975221761432,1.194131077569368,1.2545454545454544,3.283860463315763,8.23950443522864,6.567720926631526
Poland,2007,6.9,3.45,2,4.11975221761432,1.194131077569368,1.2545454545454544,3.283860463315763,8.23950443522864,6.567720926631526
United States,2007,3.0,3.0,1,7.70655551665941,2.56885183888647,1.2901785714285712,5.973247182462658,7.70655551665941,5.973247182462658
United States,2007,3.0,3.0,1,7.70655551665941,2.56885183888647,1.339285714285714,5.7542281191056945,7.70655551665941,5.7542281191056945
Australia,2008,3.45,3.45,1,12.5668389713428,3.6425620206790725,1.3320463320463323,9.434235633558796,12.5668389713428,9.434235633558796
Brazil,2008,7.5,7.5,1,1.70507412150131,0.22734321620017467,2.5423728813559316,0.6706624877905154,1.70507412150131,0.6706624877905154
Canada,2008,4.09,4.09,1,8.43974682852076,2.063507782034416,1.4350877192982459,5.880997178798085,8.43974682852076,5.880997178798085
Chile,2008,1550.0,3.14,494,2.4766998989928,0.7887579296155415,1.2301587301587302,2.01331733724576,1223.4897501024434,994.5787645994054
Colombia,2008,7000.0,3.89,1798,2.41448268163583,0.6206896353819614,1.076923076923077,2.242019632947556,4341.239861581223,4031.151300039706
Costa Rica,2008,1800.0,3.27,551,3.19568817679326,0.9772746718022202,1.592920353982301,2.006182022097991,1760.8241854130863,1105.406294175993
Hungary,2008,670.0,4.65,144,3.53460558740127,0.7601302338497354,1.976401179941003,1.7884049166104932,508.98320458578286,257.530307991911
Japan,2008,280.0,2.64,106,6.61888654301084,2.507153993564712,0.9523809523809526,6.949830870161381,701.601973559149,736.6820722371064
Mexico,2008,32.0,3.2,10,0.990329494712024,0.30947796709750747,1.5311004784689002,0.6468089512337905,9.90329494712024,6.4680895123379045
New Zealand,2008,4.9,4.9,1,10.0663374607025,2.054354583816836,1.4411764705882355,6.984805584977243,10.0663374607025,6.984805584977243
Poland,2008,7.0,3.5,2,4.75786304566322,1.359389441618063,1.2727272727272725,3.7383209644496738,9.51572609132644,7.4766419288993475
United States,2008,3.21,3.21,1,8.37312286976073,2.608449492137299,1.433035714285714,5.842926862387551,8.37312286976073,5.842926862387551
Australia,2009,4.34,4.34,1,12.7306821724032,2.933336906083687,1.6756756756756759,7.597342586756748,12.7306821724032,7.597342586756748
Brazil,2009,8.03,8.03,1,1.83088452406012,0.2280055447148344,2.7220338983050842,0.6726163569087615,1.83088452406012,0.6726163569087615
Canada,2009,3.89,3.89,1,8.93856780931897,2.2978323417272417,1.3649122807017549,6.548822173922637,8.93856780931897,6.548822173922637
Chile,2009,1750.0,3.19,548,2.63903533922284,0.8272838053990094,1.388888888888889,1.9001054442404444,1446.1913658941162,1041.2577834437634
Colombia,2009,7000.0,3.34,2095,2.49484271612733,0.7469588970441109,1.076923076923077,2.3166396649753778,5226.6954902867565,4853.360098123417
Costa Rica,2009,2000.0,3.44,582,3.23433105283547,0.9402125153591482,1.7699115044247788,1.8273970448520405,1882.3806727502435,1063.5450801038876
Hungary,2009,720.0,3.62,199,3.51425595613356,0.9707889381584419,2.1238938053097347,1.6546288460128842,699.3369352705784,329.27114035656393
Israel,2009,15.0,5.0,3,5.89102761910348,1.1782055238206959,1.0344827586206897,5.69466003180003,17.67308285731044,17.08398009540009
Japan,2009,320.0,3.48,92,6.85114661168871,1.9687202907151466,1.08843537414966,6.294490949489002,630.3054882753613,579.0931673529882
Mexico,2009,33.0,2.54,13,0.983980951670285,0.3873940754607421,1.5789473684210533,0.6231879360578468,12.791752371713704,8.10144316875201
New Zealand,2009,4.9,4.9,1,10.333558474261,2.1088894845430612,1.4411764705882355,7.1702242474464075,10.333558474261,7.1702242474464075
Poland,2009,7.6,2.53,3,5.19452864432759,2.0531733772045815,1.3818181818181814,3.759198361026547,15.583585932982771,11.27759508307964
United States,2009,3.43,3.43,1,9.35788571823661,2.7282465650835594,1.5312499999999998,6.111272305787175,9.35788571823661,6.111272305787175
Australia,2010,4.35,4.35,1,12.6722356279628,2.9131576156236325,1.6795366795366797,7.545078224465207,12.6722356279628,7.545078224465207
Australia,2010,4.35,4.35,1,12.6722356279628,2.9131576156236325,1.6795366795366797,7.545078224465207,12.6722356279628,7.545078224465207
Brazil,2010,8.2,8.2,1,1.92902472960634,0.23524691824467564,2.7796610169491522,0.6939784088217932,1.92902472960634,0.6939784088217932
Brazil,2010,8.2,8.2,1,1.92902472960634,0.23524691824467564,2.9525423728813562,0.6533436225417569,1.92902472960634,0.6533436225417569
Canada,2010,4.12,4.12,1,9.25777950655998,2.247033860815529,1.4456140350877198,6.404046503324256,9.25777950655998,6.404046503324256
Canada,2010,4.12,4.12,1,9.25777950655998,2.247033860815529,1.4631578947368424,6.327259374987036,9.25777950655998,6.327259374987036
Chile,2010,1600.0,3.18,503,2.70673831419889,0.8511755705027956,1.26984126984127,2.131556422431626,1361.4893720420416,1072.1728804831077
Chile,2010,1600.0,3.18,503,2.70673831419889,0.8511755705027956,1.388888888888889,1.9488515862232005,1361.4893720420416,980.2723478702699
Colombia,2010,8200.0,3.91,2095,2.52827694003016,0.6466181432302199,1.2615384615384617,2.0041219646580535,5296.740189363185,4198.635515958622
Colombia,2010,8200.0,3.91,2095,2.52827694003016,0.6466181432302199,1.2615384615384617,2.0041219646580535,5296.740189363185,4198.635515958622
Costa Rica,2010,2050.0,3.52,582,3.34915773377278,0.9514652652763579,1.8141592920353982,1.846121092274752,1949.209801055758,1074.4424757039055
Costa Rica,2010,2050.0,3.52,582,3.34915773377278,0.9514652652763579,1.7699115044247786,1.8922741195816208,1949.209801055758,1101.3035375965032
Hungary,2010,720.0,3.87,186,3.44563285613857,0.8903444072709483,2.1238938053097347,1.6223188030985767,640.887711241774,301.7512973763353
Hungary,2010,720.0,3.87,186,3.44563285613857,0.8903444072709483,2.1828908554572273,1.5784723489607773,640.887711241774,293.59585690670457
Israel,2010,14.9,4.97,3,5.73663358027786,1.154252229432165,1.0275862068965518,5.582629994230132,17.20990074083358,16.747889982690396
Israel,2010,14.9,4.97,3,5.73663358027786,1.154252229432165,1.0275862068965518,5.582629994230132,17.20990074083358,16.747889982690396
Japan,2010,320.0,3.52,91,7.00929548112126,1.9912771253185397,1.08843537414966,6.439790223280157,637.8458887820346,586.0209103184943
Japan,2010,320.0,3.52,91,7.00929548112126,1.9912771253185397,1.08843537414966,6.439790223280157,637.8458887820346,586.0209103184943
Mexico,2010,32.0,2.67,12,0.990535437861189,0.3709870553787225,1.5311004784689002,0.6469434578530888,11.886425254334268,7.763321494237066
Mexico,2010,32.0,2.67,12,0.990535437861189,0.3709870553787225,1.5311004784689002,0.6469434578530888,11.886425254334268,7.763321494237066
New Zealand,2010,4.9,4.9,1,10.353963868769,2.1130538507691834,1.4411764705882355,7.1843830926152235,10.353963868769,7.1843830926152235
New Zealand,2010,4.9,4.9,1,10.353963868769,2.1130538507691834,1.470588235294118,7.040695430762918,10.353963868769,7.040695430762918
Poland,2010,8.1,4.05,2,5.22655607655243,1.2905076732228222,1.4727272727272724,3.548896101362762,10.45311215310486,7.097792202725524
Poland,2010,8.1,4.05,2,5.22655607655243,1.2905076732228222,1.509090909090909,3.4633805326552247,10.45311215310486,6.926761065310449
United States,2010,3.43,3.43,1,9.73031244721333,2.8368257863595714,1.5312499999999998,6.354489761445442,9.73031244721333,6.354489761445442
United States,2010,3.43,3.43,1,9.73031244721333,2.8368257863595714,1.5758928571428568,6.174475887183531,9.73031244721333,6.174475887183531
Australia,2010,4.35,4.35,1,12.6722356279628,2.9131576156236325,1.6795366795366797,7.545078224465207,12.6722356279628,7.545078224465207
Australia,2010,4.35,4.35,1,12.6722356279628,2.9131576156236325,1.6795366795366797,7.545078224465207,12.6722356279628,7.545078224465207
Brazil,2010,8.71,8.71,1,1.92902472960634,0.22147241442093454,2.7796610169491522,0.6939784088217932,1.92902472960634,0.6939784088217932
Brazil,2010,8.71,8.71,1,1.92902472960634,0.22147241442093454,2.9525423728813562,0.6533436225417569,1.92902472960634,0.6533436225417569
Canada,2010,4.17,4.17,1,9.25777950655998,2.2200910087673815,1.4456140350877198,6.404046503324256,9.25777950655998,6.404046503324256
Canada,2010,4.17,4.17,1,9.25777950655998,2.2200910087673815,1.4631578947368424,6.327259374987036,9.25777950655998,6.327259374987036
Chile,2010,1750.0,3.35,523,2.70673831419889,0.8079815863280269,1.26984126984127,2.131556422431626,1415.6241383260194,1114.8040089317403
Chile,2010,1750.0,3.35,523,2.70673831419889,0.8079815863280269,1.388888888888889,1.9488515862232005,1415.6241383260194,1019.2493795947339
Colombia,2010,8200.0,4.39,1868,2.52827694003016,0.5759172984123372,1.2615384615384617,2.0041219646580535,4722.821323976339,3743.699829981244
